config_id,volume_L,volume_m3,stl_ok,single_solid
118,0.0023580531103816,2.358053110381685e-06,False,False
119,0.0136006466197005,1.360064661970057e-05,True,True
120,0.0081324603289885,8.132460328988511e-06,True,True
121,0.0126156716834036,1.2615671683403604e-05,True,True
122,0.0286726559310708,2.8672655931070827e-05,True,True
123,0.0086136713129202,8.613671312920245e-06,True,True
124,0.0029618298195716,2.9618298195716926e-06,False,False
125,0.0197914170617316,1.979141706173169e-05,True,True
126,0.0180022596565676,1.800225965656767e-05,True,True
127,0.008702939730083,8.702939730083055e-06,True,True
128,0.0053163606876779,5.3163606876779294e-06,True,True
129,0.0141228350233579,1.412283502335798e-05,True,True
130,0.0303850809772443,3.038508097724435e-05,True,True
131,0.0162162996710323,1.62162996710323e-05,True,True
132,0.0286363897164143,2.8636389716414337e-05,True,True
133,0.0133423265279571,1.334232652795712e-05,True,True
134,0.0145148906181551,1.451489061815516e-05,True,True
135,0.0205262857272916,2.052628572729163e-05,True,True
136,0.0073806330507664,7.380633050766474e-06,True,True
137,0.0150357259014963,1.5035725901496348e-05,True,True
138,0.010274620714478,1.0274620714478049e-05,True,True
139,0.0113955193134801,1.1395519313480195e-05,True,True
140,0.0174695694157825,1.7469569415782502e-05,True,True
141,0.0206543617270104,2.065436172701046e-05,True,True
142,0.036861260324162,3.686126032416206e-05,True,True
143,0.0079510322220642,7.951032222064212e-06,True,True
144,0.0100175308684063,1.0017530868406317e-05,True,True
145,0.0280631337864789,2.8063133786478985e-05,True,True
146,0.0209325180966008,2.093251809660089e-05,True,True
147,0.0217136718538235,2.17136718538235e-05,True,True
148,0.005818207242803,5.818207242803008e-06,True,True
149,0.0077474405332707,7.747440533270775e-06,True,True
150,0.0005294994991188,5.294994991188866e-07,False,False
151,0.0164516035699579,1.645160356995797e-05,True,True
152,0.0099609165370943,9.960916537094397e-06,True,True
153,0.0101257072472661,1.0125707247266144e-05,True,True
154,0.0235443383840278,2.3544338384027816e-05,True,True
155,0.0163415294912602,1.634152949126022e-05,True,True
156,0.0136357192824767,1.3635719282476747e-05,True,True
157,0.0157427322846893,1.5742732284689317e-05,True,True
158,0.0129724221094682,1.2972422109468278e-05,True,True
159,0.0146640672187016,1.4664067218701676e-05,True,True
160,0.0077069053900439,7.706905390043935e-06,True,True
161,0.0076471269522475,7.647126952247575e-06,True,True
162,0.0086644402285029,8.664440228502974e-06,True,True
163,0.0192838148083159,1.928381480831592e-05,True,True
164,0.0110715759611135,1.1071575961113568e-05,True,True
165,0.0177664481065691,1.776644810656916e-05,True,True
166,0.0081324642125157,8.132464212515734e-06,True,True
167,0.0082000426057837,8.20004260578377e-06,True,True
168,0.0078411822867063,7.84118228670639e-06,True,True
169,0.0055645346069616,5.564534606961679e-06,True,True
170,0.0111473771385715,1.1147377138571544e-05,True,True
171,0.022764810930698,2.276481093069808e-05,True,True
172,0.0082014817315316,8.201481731531611e-06,True,True
173,0.0182950694167614,1.829506941676149e-05,True,True
174,0.013842868739908,1.3842868739908055e-05,True,True
175,0.0131474904192388,1.314749041923882e-05,True,True
176,0.0057817548522241,5.781754852224109e-06,True,True
177,0.0158904853731998,1.589048537319986e-05,True,True
178,0.0086828357984935,8.682835798493538e-06,True,True
179,0.0149220364748475,1.4922036474847572e-05,True,True
180,0.0064046279244815,6.404627924481567e-06,True,True
181,0.0226546248739726,2.2654624873972604e-05,True,True
182,0.005210298998657,5.210298998657035e-06,True,True
183,0.006947630724327,6.947630724327028e-06,True,True
184,0.0193593960563014,1.935939605630142e-05,True,True
185,0.0111951203661692,1.1195120366169204e-05,True,True
186,0.0164598832716935,1.6459883271693504e-05,True,True
187,0.0215571692607747,2.155716926077472e-05,True,True
188,0.0208731866006902,2.0873186600690267e-05,True,True
189,0.0109367584023091,1.0936758402309173e-05,True,True
190,0.0192811725517828,1.928117255178288e-05,True,True
191,0.0225435876856827,2.2543587685682783e-05,True,True
192,0.0101538860175248,1.0153886017524838e-05,True,True
193,0.0153639644275873,1.5363964427587384e-05,True,True
194,0.0133200643284903,1.3320064328490317e-05,True,True
195,0.0059629377265899,5.962937726589975e-06,True,True
196,0.0155021514927415,1.5502151492741527e-05,True,True
197,0.0005294994991188,5.294994991188866e-07,False,False
198,0.008129382921743,8.129382921743077e-06,True,True
199,0.0187431552302788,1.8743155230278867e-05,True,True
200,0.0097477903748131,9.747790374813178e-06,True,True
201,0.0174148126121961,1.7414812612196153e-05,True,True
202,0.0083846445594439,8.384644559443908e-06,True,True
203,0.007877182190107,7.877182190107037e-06,True,True
204,0.0096892234262827,9.689223426282766e-06,True,True
205,0.0081375059409568,8.137505940956878e-06,True,True
206,0.0146515559612597,1.4651555961259747e-05,True,True
207,0.0087083438424678,8.708343842467845e-06,True,True
208,0.0005294994991188,5.294994991188866e-07,False,False
209,0.0078320459705935,7.832045970593565e-06,True,True
210,0.0096350483996594,9.63504839965942e-06,True,True
211,0.0005294994991188,5.294994991188866e-07,False,False
212,0.0126791129776509,1.2679112977650904e-05,True,True
213,0.006221168762338,6.221168762338097e-06,True,True
214,0.0158533537016464,1.5853353701646445e-05,True,True
215,0.015418398369195,1.541839836919505e-05,True,True
216,0.0055278026384188,5.527802638418808e-06,True,True
217,0.0136927726435773,1.3692772643577306e-05,True,True
218,0.0095519007978092,9.551900797809236e-06,True,True
219,0.0165421754195779,1.6542175419577923e-05,True,True
220,0.0235277498020231,2.352774980202319e-05,True,True
221,0.0301287738218063,3.012877382180633e-05,True,True
222,0.0192153500717306,1.921535007173067e-05,True,True
223,0.0173251631346969,1.7325163134696945e-05,True,True
224,0.0233214912472689,2.3321491247268943e-05,True,True
225,0.0153799776378568,1.5379977637856872e-05,True,True
226,0.0220005270462932,2.200052704629325e-05,True,True
227,0.0263511955766556,2.635119557665568e-05,True,True
228,0.0187780903370493,1.8778090337049336e-05,True,True
229,0.0056777562834831,5.677756283483099e-06,True,True
230,0.0005294994991188,5.294994991188866e-07,False,False
231,0.0269163956922135,2.691639569221356e-05,True,True
232,0.0089467688236601,8.946768823660172e-06,True,True
233,0.0105624922323811,1.0562492232381123e-05,True,True
234,0.0,0.0,False,False
235,0.0316109695979538,3.1610969597953823e-05,True,True
236,0.0051309074957495,5.130907495749586e-06,True,True
237,0.0,0.0,False,False
238,0.0183548758548796,1.835487585487961e-05,True,True
239,0.0336330152876653,3.363301528766529e-05,True,True
240,0.0028911997617981,2.891199761798101e-06,False,False
241,0.0197041487302931,1.9704148730293103e-05,True,True
242,0.0085499300272845,8.549930027284545e-06,True,True
243,0.0083218485791868,8.321848579186865e-06,True,True
244,0.0005294994991188,5.294994991188866e-07,False,False
245,0.0,0.0,False,False
246,0.0125336129139132,1.2533612913913275e-05,True,True
247,0.00334959122807,3.349591228070019e-06,False,False
248,0.0140587679901882,1.4058767990188266e-05,True,True
249,0.0032046623727698,3.204662372769826e-06,False,False
250,0.0181035718853048,1.810357188530489e-05,True,True
251,0.014268228933577,1.4268228933577034e-05,True,True
252,0.0092416055761812,9.241605576181211e-06,True,True
253,0.0094464583130361,9.44645831303616e-06,True,True
254,0.0062060232316172,6.2060232316172e-06,True,True
255,0.0202951489539155,2.029514895391551e-05,True,True
256,0.0081042044843594,8.104204484359444e-06,True,True
257,0.0219599505445866,2.1959950544586663e-05,True,True
258,0.0032420897105609,3.242089710560967e-06,False,False
259,0.0137905161992804,1.3790516199280435e-05,True,True
260,0.0067240732686521,6.724073268652154e-06,True,True
261,0.0200903025363241,2.0090302536324127e-05,True,True
262,0.019073105333521,1.9073105333521e-05,True,True
263,0.0068740160456186,6.874016045618618e-06,True,True
264,0.0066199320226589,6.61993202265892e-06,True,True
265,0.0052480611557376,5.2480611557376586e-06,True,True
266,0.008750240135343,8.750240135343069e-06,True,True
267,0.0030005242511152,3.000524251115266e-06,False,False
268,0.0103744234620237,1.0374423462023731e-05,True,True
269,0.0160308959720898,1.603089597208984e-05,True,True
270,0.0140737429610406,1.4073742961040669e-05,True,True
271,0.0025797622411551,2.579762241155191e-06,False,False
272,0.0005294994991188,5.294994991188866e-07,False,False
273,0.027423894319898,2.742389431989801e-05,True,True
274,0.0091415944069393,9.14159440693935e-06,True,True
275,0.0381645026168296,3.8164502616829656e-05,True,True
276,0.0213408373314476,2.1340837331447623e-05,True,True
277,0.010245141667855,1.0245141667855092e-05,True,True
278,0.0034805674521196,3.480567452119673e-06,False,False
279,0.0166835390119843,1.668353901198435e-05,True,True
280,0.0185191286352731,1.851912863527317e-05,True,True
281,0.0026242424395952,2.624242439595284e-06,False,False
282,0.0210494219854585,2.104942198545852e-05,True,True
283,0.0064826142929436,6.4826142929436245e-06,True,True
284,0.0127634749592152,1.2763474959215274e-05,True,True
285,0.0113092126168474,1.130921261684742e-05,True,True
286,0.0066223272743756,6.622327274375621e-06,True,True
287,0.0136824120583645,1.3682412058364598e-05,True,True
288,0.0130266684038833,1.3026668403883338e-05,True,True
289,0.0228894169551872,2.2889416955187262e-05,True,True
290,0.0105364800046632,1.0536480004663267e-05,True,True
291,0.0070534633810277,7.053463381027735e-06,True,True
292,0.0054304490782361,5.4304490782361e-06,True,True
293,0.0057684424447213,5.768442444721329e-06,True,True
294,0.0150291734678761,1.5029173467876166e-05,True,True
295,0.0189165452716326,1.891654527163266e-05,True,True
296,0.0078493542283844,7.849354228384434e-06,True,True
297,0.016184595088062,1.6184595088062045e-05,True,True
298,0.0189727672303747,1.897276723037474e-05,True,True
299,0.0068906115916351,6.8906115916351e-06,True,True
300,0.0078736674767878,7.873667476787802e-06,True,True
301,0.0068031081390889,6.803108139088916e-06,True,True
302,0.007348064635784,7.3480646357840016e-06,True,True
303,0.0145877628987962,1.4587762898796268e-05,True,True
304,0.0084970513562581,8.497051356258134e-06,True,True
305,0.0166259265151451,1.6625926515145107e-05,True,True
306,0.0197064375413418,1.9706437541341856e-05,True,True
307,0.0179900047536516,1.7990004753651664e-05,True,True
308,0.0071137025153601,7.113702515360111e-06,True,True
309,0.0109466396617164,1.0946639661716483e-05,True,True
310,0.0171975738551625,1.7197573855162518e-05,True,True
311,0.0222001434227979,2.220014342279792e-05,True,True
312,0.02178710651229,2.178710651229e-05,True,True
313,0.0085858300040337,8.585830004033707e-06,True,True
314,0.0112745792621833,1.1274579262183302e-05,True,True
315,0.0115948332642422,1.1594833264242212e-05,True,True
316,0.0152069546375392,1.5206954637539276e-05,True,True
317,0.0251757366104281,2.517573661042817e-05,True,True
318,0.0099607746679687,9.960774667968788e-06,True,True
319,0.0164220125844961,1.6422012584496125e-05,True,True
320,0.0052579985732097,5.25799857320972e-06,True,True
321,0.01340331402025,1.340331402025003e-05,True,True
322,0.0140064953177307,1.4006495317730702e-05,True,True
323,0.0241375963739002,2.4137596373900228e-05,True,True
324,0.0141821636309946,1.4182163630994677e-05,True,True
325,0.0160678109638308,1.6067810963830804e-05,True,True
326,0.0148287326003941,1.4828732600394116e-05,True,True
327,0.0195932081804141,1.959320818041412e-05,True,True
328,0.0210591901873777,2.1059190187377792e-05,True,True
329,0.0093023203169814,9.30232031698146e-06,True,True
330,0.0131904830733053,1.3190483073305311e-05,True,True
331,0.0162048787754183,1.620487877541833e-05,True,True
332,0.0152482237000146,1.524822370001468e-05,True,True
333,0.0127521444201444,1.2752144420144434e-05,True,True
334,0.0122690129540847,1.2269012954084776e-05,True,True
335,0.0201418234097774,2.014182340977745e-05,True,True
336,0.0116408405492931,1.1640840549293158e-05,True,True
337,0.0005294994991188,5.294994991188866e-07,False,False
338,0.0162063965995964,1.620639659959649e-05,True,True
339,0.0084972161717301,8.49721617173017e-06,True,True
340,0.0199745459148419,1.997454591484197e-05,True,True
341,0.0005294994991188,5.294994991188866e-07,False,False
342,0.0122433121610898,1.2243312161089823e-05,True,True
343,0.0130644261927229,1.3064426192722927e-05,True,True
344,0.011512464230262,1.1512464230262072e-05,True,True
345,0.0089616049246172,8.961604924617282e-06,True,True
346,0.0437987297299032,4.379872972990322e-05,True,True
347,0.0056016058143393,5.601605814339394e-06,True,True
348,0.0133470909691757,1.3347090969175771e-05,True,True
349,0.0346816097798131,3.4681609779813125e-05,True,True
350,0.0054704686679441,5.470468667944191e-06,True,True
351,0.0158124874728488,1.5812487472848844e-05,True,True
352,0.0005294994991188,5.294994991188866e-07,False,False
353,0.0097189574345074,9.71895743450748e-06,True,True
354,0.0187748825601166,1.8774882560116623e-05,True,True
355,0.0105344407080259,1.0534440708025945e-05,True,True
356,0.016635419641496,1.6635419641496098e-05,True,True
357,0.0277466594735802,2.774665947358025e-05,True,True
358,0.0162639944313068,1.6263994431306865e-05,True,True
359,0.0102583181017635,1.025831810176355e-05,True,True
360,0.0176162856525237,1.761628565252373e-05,True,True
361,0.0194694685109625,1.946946851096252e-05,True,True
362,0.0079886960047708,7.988696004770846e-06,True,True
363,0.0054935861067502,5.493586106750251e-06,True,True
364,0.0050483311611277,5.048331161127761e-06,True,True
365,0.0062218511639154,6.221851163915421e-06,True,True
366,0.010779581710369,1.077958171036904e-05,True,True
367,0.0100719893697725,1.0071989369772527e-05,True,True
368,0.0082682581233718,8.268258123371867e-06,True,True
369,0.0183467850208947,1.83467850208948e-05,True,True
370,0.0092399100280033,9.239910028003313e-06,True,True
371,0.009715222310012,9.715222310012065e-06,True,True
372,0.015557414965074,1.5557414965074045e-05,True,True
373,0.0129851622032756,1.2985162203275691e-05,True,True
374,0.0005294994991188,5.294994991188866e-07,False,False
375,0.030379660519398,3.037966051939807e-05,True,True
376,0.0054280144452124,5.428014445212466e-06,True,True
377,0.0005294994991188,5.294994991188866e-07,False,False
378,0.0077651102706404,7.765110270640471e-06,True,True
379,0.0229587375449208,2.295873754492083e-05,True,True
380,0.0125510258581582,1.2551025858158289e-05,True,True
381,0.0083088838982311,8.308883898231152e-06,True,True
382,0.0223440939360176,2.2344093936017627e-05,True,True
383,0.0308617669902198,3.086176699021987e-05,True,True
384,0.020581366615535,2.0581366615535027e-05,True,True
385,0.0244512667904494,2.445126679044941e-05,True,True
386,0.0005294994991188,5.294994991188866e-07,False,False
387,0.0154000906606999,1.5400090660699937e-05,True,True
388,0.0088830499618944,8.883049961894454e-06,True,True
389,0.0257066577689514,2.570665776895145e-05,True,True
390,0.0077053593604858,7.705359360485844e-06,True,True
391,0.0052964283140779,5.296428314077964e-06,True,True
392,0.0173435322269182,1.7343532226918265e-05,True,True
393,0.0108102114772344,1.0810211477234434e-05,True,True
394,0.0407400387917379,4.074003879173795e-05,True,True
395,0.0185122761428157,1.8512276142815782e-05,True,True
396,0.0301058906895741,3.0105890689574183e-05,True,True
397,0.0284211987682512,2.84211987682513e-05,True,True
398,0.0097289722095591,9.7289722095591e-06,True,True
399,0.0052669767217142,5.26697672171426e-06,True,True
400,0.0087383686650115,8.738368665011525e-06,True,True
401,0.0246420321767118,2.464203217671188e-05,True,True
402,0.0085073062704395,8.507306270439594e-06,True,True
403,0.0078434534454835,7.843453445483545e-06,True,True
404,0.0077148966443648,7.714896644364843e-06,True,True
405,0.0052619578417764,5.261957841776453e-06,True,True
406,0.0151076968981567,1.5107696898156742e-05,True,True
407,0.0127972026938022,1.2797202693802284e-05,True,True
408,0.0219614912780745,2.196149127807451e-05,True,True
409,0.0247519226797264,2.475192267972647e-05,True,True
410,0.0136518667904638,1.3651866790463853e-05,True,True
411,0.0115470092906902,1.1547009290690257e-05,True,True
412,0.0063870397768348,6.387039776834839e-06,True,True
413,0.0115578935849231,1.1557893584923188e-05,True,True
414,0.0066642745244094,6.6642745244094695e-06,True,True
415,0.0147217683666691,1.4721768366669098e-05,True,True
416,0.0084935356115237,8.493535611523703e-06,True,True
417,0.0216927615278842,2.1692761527884285e-05,True,True
418,0.0128175726714622,1.2817572671462215e-05,True,True
419,0.0158045189571579,1.580451895715795e-05,True,True
420,0.0097787677915978,9.778767791597853e-06,True,True
421,0.0120765711673218,1.2076571167321838e-05,True,True
422,0.0197606564277766,1.9760656427776604e-05,True,True
423,0.0071679320174133,7.167932017413303e-06,True,True
424,0.0135578588942572,1.3557858894257268e-05,True,True
425,0.0093024101644725,9.302410164472577e-06,True,True
426,0.0057014604430633,5.701460443063373e-06,True,True
427,0.0070868327366534,7.0868327366534425e-06,True,True
428,0.0083662345560046,8.36623455600468e-06,True,True
429,0.020832170065867,2.083217006586701e-05,True,True
430,0.0218325849287526,2.183258492875262e-05,True,True
431,0.0077045413737191,7.704541373719133e-06,True,True
432,0.0125198074955541,1.2519807495554145e-05,True,True
433,0.0052505826984011,5.250582698401171e-06,True,True
434,0.0147675327865366,1.476753278653661e-05,True,True
435,0.0095588716076362,9.558871607636273e-06,True,True
436,0.0248576372226704,2.4857637222670435e-05,True,True
437,0.0104075971806526,1.0407597180652607e-05,True,True
438,0.0204085606378786,2.040856063787861e-05,True,True
439,0.0100274693754255,1.0027469375425552e-05,True,True
440,0.0071424051684043,7.1424051684043e-06,True,True
441,0.0188441924758988,1.88441924758989e-05,True,True
442,0.0134050118370163,1.3405011837016362e-05,True,True
443,0.01592873842606,1.5928738426060018e-05,True,True
444,0.0132486606325647,1.3248660632564711e-05,True,True
445,0.0075383753794118,7.538375379411868e-06,True,True
446,0.0056051465232677,5.605146523267778e-06,True,True
447,0.0106822319303566,1.0682231930356633e-05,True,True
448,0.0253962715994845,2.5396271599484506e-05,True,True
449,0.0125070737844219,1.250707378442193e-05,True,True
450,0.0146998146549289,1.4699814654928996e-05,True,True
451,0.0295725378993992,2.957253789939929e-05,True,True
452,0.0074848021067095,7.484802106709565e-06,True,True
453,0.0098204948200582,9.82049482005822e-06,True,True
454,0.0069098633563533,6.909863356353343e-06,True,True
455,0.0081637709149046,8.163770914904606e-06,True,True
456,0.0117567922901239,1.1756792290123969e-05,True,True
457,0.0188457529170576,1.884575291705764e-05,True,True
458,0.025966541264767,2.596654126476704e-05,True,True
459,0.0158392782588531,1.5839278258853112e-05,True,True
460,0.0051705299983198,5.17052999831986e-06,True,True
461,0.0126169303582163,1.2616930358216328e-05,True,True
462,0.0260906864426627,2.609068644266279e-05,True,True
463,0.0063440386632315,6.34403866323154e-06,True,True
464,0.0056253433449994,5.625343344999425e-06,True,True
465,0.0075279972333,7.527997233300079e-06,True,True
466,0.0086828789300834,8.682878930083492e-06,True,True
467,0.015122980771261,1.5122980771261055e-05,True,True
468,0.0224028950595924,2.2402895059592456e-05,True,True
469,0.0160118996400725,1.6011899640072575e-05,True,True
470,0.0124290339158137,1.242903391581378e-05,True,True
471,0.0113551105214323,1.1355110521432317e-05,True,True
472,0.0090634569199535,9.063456919953545e-06,True,True
473,0.0119853485040512,1.1985348504051268e-05,True,True
474,0.0206096528688394,2.060965286883948e-05,True,True
475,0.0111007898765562,1.1100789876556234e-05,True,True
476,0.0201164897716211,2.0116489771621105e-05,True,True
477,0.0104701137977701,1.0470113797770149e-05,True,True
478,0.015479905377385,1.547990537738504e-05,True,True
479,0.0180822269399523,1.808222693995237e-05,True,True
480,0.0091110721563725,9.11107215637256e-06,True,True
481,0.00832526752138,8.325267521380061e-06,True,True
482,0.0063970085517161,6.397008551716127e-06,True,True
483,0.0126132754587272,1.261327545872727e-05,True,True
484,0.0084764751111335,8.476475111133519e-06,True,True
485,0.0060891579122894,6.089157912289443e-06,True,True
486,0.0208424544258076,2.084245442580761e-05,True,True
487,0.0101737769646465,1.0173776964646518e-05,True,True
488,0.010001185454161,1.0001185454161085e-05,True,True
489,0.0120070795905645,1.2007079590564578e-05,True,True
490,0.0330574329502702,3.305743295027028e-05,True,True
491,0.014935390255428,1.4935390255428002e-05,True,True
492,0.012002476501768,1.200247650176803e-05,True,True
493,0.0061976079361941,6.197607936194163e-06,True,True
494,0.0225041904901993,2.250419049019931e-05,True,True
495,0.0157765993670028,1.5776599367002806e-05,True,True
496,0.0266559835175702,2.665598351757023e-05,True,True
497,0.0301200735210794,3.0120073521079493e-05,True,True
498,0.0145850877855696,1.458508778556961e-05,True,True
499,0.0317054267784467,3.1705426778446786e-05,True,True
500,0.007963030541956,7.96303054195605e-06,True,True
501,0.0101813564873113,1.0181356487311384e-05,True,True
502,0.0141916596108358,1.419165961083585e-05,True,True
503,0.0317910275400538,3.1791027540053863e-05,True,True
504,0.0107053418577662,1.0705341857766216e-05,True,True
505,0.017009228925157,1.7009228925157e-05,True,True
506,0.0116456449454197,1.1645644945419711e-05,True,True
507,0.01611874800675,1.6118748006750026e-05,True,True
508,0.0176385304189549,1.7638530418954913e-05,True,True
509,0.0169572979775987,1.6957297977598766e-05,True,True
510,0.0114017372093496,1.1401737209349696e-05,True,True
511,0.0142425085011965,1.4242508501196593e-05,True,True
512,0.0287627140412941,2.876271404129415e-05,True,True
513,0.0154495498166575,1.5449549816657593e-05,True,True
514,0.0059619280027915,5.961928002791557e-06,True,True
515,0.0197555676751546,1.975556767515463e-05,True,True
516,0.0107822519291461,1.0782251929146138e-05,True,True
517,0.012583338378391,1.258333837839104e-05,True,True
518,0.0111837233481154,1.118372334811542e-05,True,True
519,0.0079839883217452,7.983988321745254e-06,True,True
520,0.0092572751852248,9.257275185224806e-06,True,True
521,0.0133148526441797,1.3314852644179789e-05,True,True
522,0.0051683356868266,5.168335686826637e-06,True,True
523,0.0143337946918875,1.4333794691887584e-05,True,True
524,0.0100927960702464,1.0092796070246436e-05,True,True
525,0.0098241920813698,9.824192081369884e-06,True,True
526,0.0198566514937319,1.985665149373193e-05,True,True
527,0.0193008605467258,1.930086054672585e-05,True,True
528,0.0125184016769815,1.251840167698152e-05,True,True
529,0.0197343739204595,1.9734373920459545e-05,True,True
530,0.0218292020096227,2.182920200962273e-05,True,True
